"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165"
"1",0.00125542692695785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000547506219525621,0.000547506219525621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000626067066284907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000239794398742722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000547506219525621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,0.0603044126846208,0.000193585030954982,-0.000352215466455788,-0.000352215466455788,0.000263350788866555,NA,9.93824096781367e-05,-2.96103736006804e-05,0.000476580652561934,-3.4412973356408e-05,2.78290807282847e-05,0.000118691513796873,0.000209544908846896,NA,0.000526701577733109,-5.14078928414875e-05,NA,NA,8.7732303680549e-05,0.000605424743119596,-4.50237267454317e-05,8.04659353015221e-05,-9.52949621380075e-05,1.38837523796159e-05,NA,-1.52742977696935e-05,-1.52742977696935e-05,0.00100970146220355,NA,NA,NA,NA,0.000447411276772811,0.000115240371071631,0.000115240371071631,NA,0.000201682270484653,-0.000103916148940552,NA,-0.000130225420196409,NA,0.000411498132862509,0.000116574767944785,-3.4412973356408e-05,-0.000107934983046948,NA,-8.09498860879615e-05,-8.09498860879615e-05,0.000721765122572744,0.000171747563916129,NA,9.15102109028412e-05,0.000673656640472454,NA,-0.000103916148940552,NA,NA,-9.18524276853731e-05,-9.18524276853731e-05,NA,NA,0.000247112556577967,NA,-0.000959235914564179,NA,0.00042054108773696,NA,NA,0.00021027054386848,9.93824096781367e-05,-0.00041728686356331,0.000228616219174329,NA,0.000429536327378433,NA,NA,-0.000236882988805443,6.69639973776908e-05,NA,-2.96103736006804e-05,0.000147048118223428,8.7732303680549e-05,-0.00020869971547899,0.000178659331045954,0.000171747563916129,0.000349217881028379,NA,NA,4.60494204112558e-05,0.000137166044287503,0.000141491989429933,7.02207643736816e-05,NA,7.69679026353695e-05,-0.000263854708551825,0.000228616219174329,0.000149406916332355,NA,-0.00041728686356331,-1.52742977696935e-05,0.000107717938793158,0.000185925699424981,0.000721765122572744,0.000317720435041289,NA,0.000149406916332355,8.7732303680549e-05,NA,0.000291778426699414,NA,-0.000236882988805443,8.7732303680549e-05,8.7732303680549e-05,0.000947786085580883,0.000247112556577967,NA,5.08148597539769e-05,8.7732303680549e-05,0.000115240371071631,-0.000107934983046948,8.7732303680549e-05,8.7732303680549e-05,NA,-0.000352215466455788,0.00021027054386848,-9.18524276853731e-05,NA,8.40525351009682e-05,8.7732303680549e-05,0.000185925699424981,0.000165157393122123,2.54074298769884e-05,NA,-0.000107934983046948,-0.000107934983046948,-0.000352215466455788,8.40525351009682e-05,8.40525351009682e-05,NA,9.15102109028412e-05,8.40525351009682e-05,-0.000352215466455788,-9.18524276853731e-05,-3.89745468947607e-05,4.40904911081866e-06,6.69639973776908e-05,0.000721765122572744,NA,0.000906718563361791,0.000721765122572744,0.000721765122572744,-0.000140265700630841,2.54074298769884e-05,-9.18524276853731e-05,-0.000352215466455788,-0.000103916148940552,6.69639973776908e-05,NA,0.000251024485283947,0.000347213447306891,-0.000107934983046948,-0.000140265700630841,NA,-0.000352215466455788
"3",NA,0.000193585030954982,0.0152274209591993,5.71765528087782e-05,5.71765528087782e-05,NA,NA,0.000342306113898554,0.000213313330619737,0.000688688934824194,0.000613408253216883,0.000270752784948702,0.000695527923762506,0.000244430011243006,NA,0.00040808109734254,7.01548898665245e-05,NA,NA,0.000330656007900966,0.000244430011243006,0.000592186746438836,0.00032338963952194,5.55258667676846e-05,0.000710001704688931,NA,0.000137093159591139,0.000137093159591139,NA,NA,NA,NA,NA,0.000690334980993228,0.000601087779512466,0.000601087779512466,NA,0.00044460597470507,0.000474401902048595,NA,0.000804993402292218,NA,0.000639939991859211,0.000915383735819268,0.000613408253216883,0.000299011844418273,NA,0.000161973818132456,0.000161973818132456,0.000226978193374739,0.000414671268136547,NA,0.000334433915123259,0.000626288937188198,NA,0.000474401902048595,NA,NA,0.000498529344558953,0.000498529344558953,NA,NA,0.000325083213938106,NA,-0.000143160629944858,NA,0.000355000852344465,NA,NA,0.000453194248088897,0.000342306113898554,0.00598936311045431,0.000714463627615164,NA,0.000359498472165202,NA,0.00044460597470507,-8.12668566135589e-05,0.00081616219468508,NA,0.000213313330619737,0.000389971822443846,0.000330656007900966,3.4223988741427e-05,0.000421583035266372,0.000414671268136547,0.000592141585248796,NA,NA,0.000288973124631673,0.000213313330619737,0.000384415693650351,0.000313144468594099,NA,0.000319891606855787,0.000195065360748355,0.00025903841806315,0.000137093159591139,NA,0.00598936311045431,0.000137093159591139,0.000350641643013575,0.000428849403645398,0.000226978193374739,0.00030359052599663,NA,0.000137093159591139,0.000330656007900966,NA,0.000534702130919831,NA,-8.12668566135589e-05,0.000330656007900966,0.000330656007900966,0.000774872560988921,0.000325083213938106,NA,0.000170137738352974,0.000330656007900966,0.000601087779512466,0.000299011844418273,0.000330656007900966,0.000330656007900966,NA,5.71765528087782e-05,0.000453194248088897,0.000498529344558953,NA,0.000326976239321386,0.000330656007900966,0.000428849403645398,0.00040808109734254,0.000268331134097406,NA,0.000299011844418273,0.000299011844418273,5.71765528087782e-05,0.000326976239321386,0.000326976239321386,NA,0.000334433915123259,0.000326976239321386,5.71765528087782e-05,0.000498529344558953,0.000125243035028605,0.000146934833031395,0.00081616219468508,0.000226978193374739,NA,0.000273216553572001,0.000226978193374739,0.000226978193374739,0.000102658003589577,0.000268331134097406,0.000498529344558953,5.71765528087782e-05,0.000474401902048595,0.00081616219468508,NA,0.000493948189504364,0.000463067340605416,0.000299011844418273,0.000102658003589577,NA,5.71765528087782e-05
"4",NA,-0.000352215466455788,5.71765528087782e-05,0.217846398969308,0.217846398969308,0.000196708068631924,NA,-0.000131228689744912,-0.000389214256302546,-0.000254303965435652,-2.41834913450937e-05,-0.000155897112311504,-0.000694098134248252,-0.00155900844582549,NA,-9.80327571729018e-05,0.0452809629415411,NA,NA,-0.000154528901740087,-0.00147692085380376,-0.000401079363645332,-8.12740947603164e-05,0.0429403192457267,-0.000281020643526035,6.41902636945019e-05,-0.000519794952997583,-0.000519794952997583,NA,NA,NA,NA,NA,0.000184221126477786,-0.000299622688114872,-0.000299622688114872,-0.000116142032071596,-6.15078798103717e-05,-0.000409148991797547,NA,-0.000590944557629582,0.000111855972239793,0.000341087849626485,0.00958178177267428,-2.41834913450937e-05,-0.00118875362292564,NA,-0.000580710160357982,-0.000580710160357982,-0.000361884530792541,1.35016187310737e-05,-8.12740947603164e-05,0.000281590324596032,-0.000315823886771926,NA,-0.000409148991797547,NA,NA,-0.000393991900502433,-0.000393991900502433,NA,NA,-0.00107695202074272,NA,-0.00598296344045471,NA,1.35595437072611e-05,0.000786189720241577,-6.96051193400429e-05,0.000308139730940557,-2.45246716304725e-05,-0.00297789937347875,-9.53871607045121e-05,0.000114353105617556,2.70524031694711e-05,NA,7.33710318681205e-05,-0.00322924578993676,0.00015885925697028,NA,-0.000411503021466924,0.000118472454005402,-0.000154528901740087,-0.000948771047101854,2.73251529907229e-05,-9.14425863788951e-05,8.60277307333542e-05,0.000258083192200063,-6.15078798103717e-05,-8.30157535796192e-05,-0.000324012597921576,0.000531499217231492,-0.000189551980353822,NA,4.06581753168353e-05,-0.00184715573251365,4.0504856193221e-05,-0.000595524061528059,NA,-0.00297789937347875,-0.000519794952997583,-0.000155472211501867,4.18578897487766e-05,-0.000361884530792541,-0.000140671435336244,NA,-0.000595524061528059,-0.000154528901740087,NA,2.85882764043891e-05,NA,-0.00322924578993676,-0.000154528901740087,-0.000154528901740087,-0.00041438239254653,-0.00107695202074272,-0.000736133461762095,-0.000422186823140508,-0.000154528901740087,-0.000299622688114872,-0.00118875362292564,-0.000154528901740087,-0.000154528901740087,NA,0.217846398969308,0.000308139730940557,-0.000393991900502433,-0.000736133461762095,-0.000179137615194056,-0.000154528901740087,4.18578897487766e-05,-9.80327571729018e-05,9.6261152398757e-05,0.0309267118661577,-0.00118875362292564,-0.00118875362292564,0.217846398969308,-0.000179137615194056,-0.000179137615194056,0.000111855972239793,0.000281590324596032,-0.000179137615194056,0.217846398969308,-0.000393991900502433,-0.000690325058028328,-0.000651168919980733,0.00015885925697028,-0.000361884530792541,NA,-0.000269407810398017,-0.000361884530792541,-0.000361884530792541,-0.000871005309540556,9.6261152398757e-05,-0.000393991900502433,0.217846398969308,-0.000409148991797547,0.00015885925697028,-0.000125802297003983,-1.21656650110778e-05,-0.000249047260738858,-0.00118875362292564,-0.000871005309540556,NA,0.217846398969308
"5",NA,-0.000352215466455788,5.71765528087782e-05,0.217846398969308,0.217846398969308,0.000196708068631924,NA,-0.000131228689744912,-0.000389214256302546,-0.000254303965435652,-2.41834913450937e-05,-0.000155897112311504,-0.000694098134248252,-0.00155900844582549,NA,-9.80327571729018e-05,0.0452809629415411,NA,NA,-0.000154528901740087,-0.00147692085380376,-0.000401079363645332,-8.12740947603164e-05,0.0429403192457267,-0.000281020643526035,6.41902636945019e-05,-0.000519794952997583,-0.000519794952997583,NA,NA,NA,NA,NA,0.000184221126477786,-0.000299622688114872,-0.000299622688114872,-0.000116142032071596,-6.15078798103717e-05,-0.000409148991797547,NA,-0.000590944557629582,0.000111855972239793,0.000341087849626485,0.00958178177267428,-2.41834913450937e-05,-0.00118875362292564,NA,-0.000580710160357982,-0.000580710160357982,-0.000361884530792541,1.35016187310737e-05,-8.12740947603164e-05,0.000281590324596032,-0.000315823886771926,NA,-0.000409148991797547,NA,NA,-0.000393991900502433,-0.000393991900502433,NA,NA,-0.00107695202074272,NA,-0.00598296344045471,NA,1.35595437072611e-05,0.000786189720241577,-6.96051193400429e-05,0.000308139730940557,-2.45246716304725e-05,-0.00297789937347875,-9.53871607045121e-05,0.000114353105617556,2.70524031694711e-05,NA,7.33710318681205e-05,-0.00322924578993676,0.00015885925697028,NA,-0.000411503021466924,0.000118472454005402,-0.000154528901740087,-0.000948771047101854,2.73251529907229e-05,-9.14425863788951e-05,8.60277307333542e-05,0.000258083192200063,-6.15078798103717e-05,-8.30157535796192e-05,-0.000324012597921576,0.000531499217231492,-0.000189551980353822,NA,4.06581753168353e-05,-0.00184715573251365,4.0504856193221e-05,-0.000595524061528059,NA,-0.00297789937347875,-0.000519794952997583,-0.000155472211501867,4.18578897487766e-05,-0.000361884530792541,-0.000140671435336244,NA,-0.000595524061528059,-0.000154528901740087,NA,2.85882764043891e-05,NA,-0.00322924578993676,-0.000154528901740087,-0.000154528901740087,-0.00041438239254653,-0.00107695202074272,-0.000736133461762095,-0.000422186823140508,-0.000154528901740087,-0.000299622688114872,-0.00118875362292564,-0.000154528901740087,-0.000154528901740087,NA,0.217846398969308,0.000308139730940557,-0.000393991900502433,-0.000736133461762095,-0.000179137615194056,-0.000154528901740087,4.18578897487766e-05,-9.80327571729018e-05,9.6261152398757e-05,0.0309267118661577,-0.00118875362292564,-0.00118875362292564,0.217846398969308,-0.000179137615194056,-0.000179137615194056,0.000111855972239793,0.000281590324596032,-0.000179137615194056,0.217846398969308,-0.000393991900502433,-0.000690325058028328,-0.000651168919980733,0.00015885925697028,-0.000361884530792541,NA,-0.000269407810398017,-0.000361884530792541,-0.000361884530792541,-0.000871005309540556,9.6261152398757e-05,-0.000393991900502433,0.217846398969308,-0.000409148991797547,0.00015885925697028,-0.000125802297003983,-1.21656650110778e-05,-0.000249047260738858,-0.00118875362292564,-0.000871005309540556,NA,0.217846398969308
"6",NA,0.000263350788866555,NA,0.000196708068631924,0.000196708068631924,0.0100730694787602,NA,NA,NA,NA,0.000278276488775582,NA,0.000488337889673554,NA,NA,NA,0.000139920647778098,NA,NA,NA,NA,NA,NA,0.000125291624679258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127446238457913,NA,0.000278276488775582,0.000121078284376277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000134113969136194,NA,-3.62911412171161e-06,NA,NA,NA,NA,NA,NA,-1.06845942797235e-05,NA,NA,NA,NA,NA,0.000173384594084892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91050425413186e-05,NA,NA,NA,-1.06845942797235e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000173384594084892,NA,NA,NA,0.000134113969136194,NA,NA,NA,NA,0.000121078284376277,NA,NA,NA,0.000196708068631924,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000121078284376277,0.000121078284376277,0.000196708068631924,NA,NA,NA,NA,NA,0.000196708068631924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000196708068631924,NA,NA,NA,NA,NA,0.000121078284376277,NA,NA,0.000196708068631924
"7",NA,NA,NA,NA,NA,NA,0.0123419774569943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99501985147338e-05,NA,-0.000134171723426748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000457185022556484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000464451390935511,NA,0.000339192513286743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99501985147338e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000464451390935511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,9.93824096781367e-05,0.000342306113898554,-0.000131228689744912,-0.000131228689744912,NA,NA,0.0263117823426423,0.000119110709342892,0.000500283692270504,0.000114308109587164,0.000176550163671857,-1.79928300960733e-05,5.6024768689316e-05,NA,0.000313878476065695,0.000148291328668223,NA,NA,0.000236453386624121,0.000256355516020869,0.000103697356198141,0.000229187018245095,0.000119033282470543,0.000162604835323188,NA,4.28905383142937e-05,4.28905383142937e-05,NA,NA,NA,NA,NA,0.000596132359716383,0.000412682536958776,0.000412682536958776,NA,0.000350403353428225,0.000285996659494905,NA,0.000233378116983192,NA,-3.6522140730505e-05,0.000265295850888357,0.000114308109587164,-4.28900948121407e-05,NA,6.77711968556109e-05,6.77711968556109e-05,0.000132775572097894,0.000320468646859702,NA,0.000240231293846414,0.000120748451572822,NA,0.000285996659494905,NA,NA,5.68686552581993e-05,5.68686552581993e-05,NA,NA,0.000136677971384416,NA,-0.000325030445760926,NA,0.00026079823106762,NA,0.000342306113898554,0.000358991626812052,0.000248103492621709,-0.000174652973468142,0.000164835796786305,NA,0.000265295850888357,NA,NA,-0.000175469477890404,0.000215685080321263,NA,0.000119110709342892,0.000295769201167001,0.000236453386624121,-5.9978632535418e-05,0.000327380413989526,0.000320468646859702,0.000497938963971951,NA,0.000350403353428225,0.000194770503354828,0.000119110709342892,0.000290213072373506,0.000218941847317254,NA,0.000225688985578942,-9.48633366470995e-05,0.000164835796786305,0.000282167868117451,NA,-0.000174652973468142,4.28905383142937e-05,0.00025643902173673,0.000334646782368553,0.000132775572097894,0.000209387904719785,NA,0.000282167868117451,0.000236453386624121,NA,0.000440499509642986,NA,-0.000175469477890404,0.000236453386624121,0.000236453386624121,8.45538231273159e-06,0.000136677971384416,NA,7.59351170761289e-05,0.000236453386624121,0.000412682536958776,-4.28900948121407e-05,0.000236453386624121,0.000236453386624121,NA,-0.000131228689744912,0.000358991626812052,5.68686552581993e-05,NA,0.000661934027577945,0.000236453386624121,0.000334646782368553,0.000313878476065695,0.000174128512820561,NA,-4.28900948121407e-05,-4.28900948121407e-05,-0.000131228689744912,0.000661934027577945,0.000661934027577945,NA,0.000240231293846414,0.000661934027577945,-0.000131228689744912,5.68686552581993e-05,3.10404137517601e-05,5.27322117545498e-05,0.000215685080321263,0.000132775572097894,NA,0.000179013932295156,0.000132775572097894,0.000132775572097894,8.45538231273159e-06,0.000174128512820561,5.68686552581993e-05,-0.000131228689744912,0.000285996659494905,0.000215685080321263,NA,0.000399745568227519,3.91376532814312e-05,-4.28900948121407e-05,8.45538231273159e-06,NA,-0.000131228689744912
"9",NA,-2.96103736006804e-05,0.000213313330619737,-0.000389214256302546,-0.000389214256302546,NA,NA,0.000119110709342892,0.0541812011064538,0.00024229812571287,-1.46846736916527e-05,4.755738039304e-05,0.000405061954682497,0.00100882714921383,NA,0.000184885692786878,-0.000153040514689138,NA,NA,0.0032163263246288,0.000763251140437639,0.00257373245759506,0.000396775261421419,-0.000167669537787978,3.36120520443713e-05,0.000347108713654282,-8.61022449645234e-05,-8.61022449645234e-05,NA,NA,NA,NA,NA,0.000467139576437566,-2.08449105438611e-05,-2.08449105438611e-05,NA,0.000221410570149408,0.00044879576885227,NA,-0.000110497120531653,NA,-0.00013464305652978,0.00013630306760954,-1.46846736916527e-05,0.000491660206361227,NA,0.000283233790950572,0.000283233790950572,3.78278881907736e-06,0.000191475863580885,0.000767481255119023,0.000800614081922981,0.000179898128076874,NA,0.00044879576885227,NA,NA,5.21385354476283e-05,5.21385354476283e-05,NA,NA,-0.000158847193331041,NA,-0.00073533073613156,NA,0.000862314893586601,NA,0.000213313330619737,0.000229998843533235,0.000119110709342892,0.0102271123997486,3.58430135074877e-05,0.000812258354846106,0.00013630306760954,NA,NA,0.00438577980437619,0.00072697544134753,NA,0.000176622643617014,0.000166776417888184,0.0032163263246288,-0.000181556040139606,0.000593162052910283,0.000191475863580885,0.000368946180693134,NA,0.000221410570149408,0.00446018163861231,0.000176622643617014,0.000950559417504257,8.99490640384369e-05,NA,9.66962023001247e-05,0.0110753167231102,0.000574427590742654,2.41823015598171e-05,NA,0.0102271123997486,-8.61022449645234e-05,0.000127446238457913,0.000205653999089736,3.78278881907736e-06,8.0395121440968e-05,NA,2.41823015598171e-05,0.0032163263246288,NA,0.000311506726364169,NA,0.00438577980437619,0.0032163263246288,0.0032163263246288,0.000105286347321935,-0.000158847193331041,-0.000183341676665699,9.02714590834875e-05,0.0032163263246288,-2.08449105438611e-05,0.000491660206361227,0.0032163263246288,0.0032163263246288,NA,-0.000389214256302546,0.000229998843533235,5.21385354476283e-05,-0.000183341676665699,0.000778241054517361,0.0032163263246288,0.000205653999089736,0.000184885692786878,4.51357295417437e-05,NA,0.000491660206361227,0.000491660206361227,-0.000389214256302546,0.000778241054517361,0.000778241054517361,NA,0.000800614081922981,0.000778241054517361,-0.000389214256302546,5.21385354476283e-05,0.00124397940330737,0.00211504615760274,0.00072697544134753,3.78278881907736e-06,NA,5.00211490163392e-05,3.78278881907736e-06,3.78278881907736e-06,0.000105286347321935,4.51357295417437e-05,5.21385354476283e-05,-0.000389214256302546,0.00044879576885227,0.00072697544134753,5.50810842199203e-05,0.000270752784948702,0.000197333160228033,0.000491660206361227,0.000105286347321935,NA,-0.000389214256302546
"10",NA,0.000476580652561934,0.000688688934824194,-0.000254303965435652,-0.000254303965435652,NA,NA,0.000500283692270504,0.00024229812571287,0.0452371015615635,0.000232692926201415,8.0395121440968e-05,0.000328955676647607,0.000524941153122996,NA,0.000217723433834806,0.000106290229296563,NA,NA,0.00184148174352311,-3.21096106717979e-05,0.000489525492121946,0.000133031976014205,6.24031600000426e-05,0.000666247929497089,NA,8.98577836556733e-05,8.98577836556733e-05,0.000459223376070027,NA,NA,NA,NA,0.000499977317485494,0.000502877041732392,0.000502877041732392,NA,0.000254248311197336,0.000580146733043982,NA,0.000751693124138323,NA,0.00025483843410988,0.0005346684088038,0.000232692926201415,0.000688686652648796,NA,-2.83838453752781e-05,-2.83838453752781e-05,0.000269627851222875,0.000224313604628813,0.000133031976014205,0.000144076251615525,0.00024557361017273,NA,0.000580146733043982,NA,NA,-3.92863869726897e-05,-3.92863869726897e-05,0.00075989290940442,NA,8.88701933708521e-05,NA,4.19557768142198e-05,NA,0.000164643188836731,0.00082822045064734,NA,0.000262836584581163,0.00015194845039082,0.000553833843567912,0.000333748300599696,0.00091077157798989,0.000169140808657468,0.00075989290940442,0.000254248311197336,0.00035677062022951,0.000435446867669612,NA,2.2955667112003e-05,0.000199614158936112,0.00184148174352311,-0.000156133674766307,0.000231225371758637,0.000224313604628813,0.000401783921741062,NA,NA,9.86154611239392e-05,0.0005357655515562,0.000194058030142617,0.000122786805086365,NA,0.000129533943348053,0.000592517337850849,6.86807545554158e-05,8.98577836556733e-05,NA,0.000553833843567912,8.98577836556733e-05,0.000516954750500546,0.000673370271764192,0.000269627851222875,0.000113232862488896,0.000271979313174104,8.98577836556733e-05,0.00184148174352311,NA,0.000344344467412097,NA,0.00035677062022951,0.00184148174352311,0.00184148174352311,0.000434748526282826,8.88701933708521e-05,NA,-2.02199251547602e-05,0.00184148174352311,0.000502877041732392,0.000688686652648796,0.00184148174352311,0.00184148174352311,NA,-0.000254303965435652,0.000262836584581163,-3.92863869726897e-05,NA,0.000876754277661146,0.00184148174352311,0.000673370271764192,0.000217723433834806,7.79734705896718e-05,NA,0.000688686652648796,0.000688686652648796,-0.000254303965435652,0.000876754277661146,0.000876754277661146,NA,0.000144076251615525,0.000876754277661146,-0.000254303965435652,-3.92863869726897e-05,0.000814416879161304,0.000336630058791173,0.000435446867669612,0.000269627851222875,NA,0.000362104571617399,0.000269627851222875,0.000269627851222875,-8.76996599181574e-05,7.79734705896718e-05,-3.92863869726897e-05,-0.000254303965435652,0.000580146733043982,0.000435446867669612,8.79188252678484e-05,0.00030359052599663,0.00085490307680966,0.000688686652648796,-8.76996599181574e-05,NA,-0.000254303965435652
