"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99"
"1",0.0181353702465459,NA,NA,0.000852300865275891,0.000852300865275891,NA,NA,NA,NA,0.000713114637987019,NA,NA,0.00746373095673262,NA,0.00419685729127498,NA,NA,NA,NA,NA,NA,NA,NA,0.00198300273250598,0.00198300273250598,NA,0.00240846454584089,NA,0.00320351774804185,NA,NA,NA,0.00228487269310596,NA,NA,NA,NA,NA,0.00787903277113728,0.00787903277113728,NA,NA,0.00478439144942372,NA,NA,NA,NA,0.000890186494491123,NA,NA,0.000619641783785877,NA,NA,NA,NA,NA,0.00388033496234616,NA,NA,NA,0.00228487269310596,NA,NA,0.000890186494491123,NA,NA,NA,NA,NA,NA,0.00198300273250598,NA,NA,NA,0.000852300865275891,0.00787903277113728,NA,NA,0.000852300865275891,0.000852300865275891,NA,NA,0.000852300865275891,NA,0.00787903277113728,NA,NA,0.00228487269310596,NA,0.00228487269310596,0.00228487269310596,0.00228487269310596,NA,0.00787903277113728,0.000852300865275891,NA,NA,NA,0.000852300865275891
"2",NA,0.0181353702465459,0.00301220446704085,NA,NA,NA,NA,NA,0.00234485004236089,0.000713114637987019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011418402733727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00247618597410696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011418402733727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,0.00301220446704085,0.0749699649775915,0.000374907274023018,0.000374907274023018,0.00301220446704085,0.0011920564550911,NA,0.000464724681156218,-4.26514078435968e-05,NA,NA,-0.000579795835562437,0.00175339746456232,-0.000509028489502067,0.0086819054374326,NA,NA,NA,0.00317128779815234,NA,NA,NA,0.00166041829047239,0.00166041829047239,0.00806526884530024,NA,NA,0.00132339238683717,NA,NA,NA,NA,NA,NA,NA,0.00806526884530024,NA,-0.000446176294768522,-0.000446176294768522,0.00124352549831346,0.00247618597410696,NA,NA,NA,NA,0.00113207910583617,0.00953645164072883,NA,0.00594900819751795,-0.000323069970447024,0.00264678477367435,0.00175339746456232,NA,NA,NA,0.00145651179990993,0.00198300273250598,0.00418736353455229,NA,NA,0.00175339746456232,NA,0.00953645164072883,0.00175339746456232,0.00175339746456232,NA,0.00124352549831346,-0.000307908427369652,0.00175339746456232,0.00166041829047239,0.00175339746456232,0.00175339746456232,NA,0.000374907274023018,-0.000446176294768522,0.00175339746456232,NA,0.000374907274023018,0.000374907274023018,NA,NA,0.000374907274023018,0.00175339746456232,-0.000446176294768522,0.00066845607091588,NA,NA,NA,NA,NA,NA,NA,-0.000446176294768522,0.000374907274023018,0.00806526884530024,NA,NA,0.000374907274023018
"4",0.000852300865275891,NA,0.000374907274023018,0.282718317808941,0.282718317808941,0.000852300865275891,-0.000481030745477937,0.00043254338098134,-3.18342020253265e-05,0.00126774588561835,0.001607383129035,0.00315926527842155,0.0611154877051852,-0.00508863603785579,0.000292698812479346,-0.000845792061483998,NA,0.0201532205410355,0.000249938182682012,-0.00149605974554618,0.00796620455839483,0.00796620455839483,NA,0.00997057570594714,0.00997057570594714,0.00817893915828891,0.0277036764986487,0.00295503120194915,0.00426150432637945,-0.000764115756914192,-0.00430346553946777,-0.00430346553946777,0.0083709809273885,0.000316282372342008,0.00255552535722159,0.000852300865275891,0.00817893915828891,0.00170460173055178,0.0576464395538067,0.0576464395538067,-0.00533341363551613,NA,0.0358131728764707,NA,0.000632564744684016,0.000745682832227793,NA,0.002060164511818,0.00165129271402773,-0.000530702607776922,-0.00628395598039651,-0.00123314820477863,-0.00508863603785579,-3.67839829793069e-05,NA,0.00292767815403245,-0.001764696325558,0.00292767815403245,-0.00237915514049819,0.00796620455839483,0.0083709809273885,-0.00508863603785579,NA,0.002060164511818,-0.00508863603785579,-0.00508863603785579,NA,-0.00533341363551613,0.0070642410656789,-0.00508863603785579,0.00997057570594714,-0.00508863603785579,-0.00508863603785579,NA,0.282718317808941,0.0576464395538067,-0.00508863603785579,0.00796620455839483,0.282718317808941,0.282718317808941,0.00295503120194915,0.000316282372342008,0.282718317808941,-0.00508863603785579,0.0576464395538067,0.00552438232764462,0.00165129271402773,0.0083709809273885,0.00401018890509136,0.0083709809273885,0.0083709809273885,0.0083709809273885,0.00796620455839483,0.0576464395538067,0.282718317808941,0.00817893915828891,0.00165129271402773,-0.000764115756914192,0.282718317808941
"5",0.000852300865275891,NA,0.000374907274023018,0.282718317808941,0.282718317808941,0.000852300865275891,-0.000481030745477937,0.00043254338098134,-3.18342020253265e-05,0.00126774588561835,0.001607383129035,0.00315926527842155,0.0611154877051852,-0.00508863603785579,0.000292698812479346,-0.000845792061483998,NA,0.0201532205410355,0.000249938182682012,-0.00149605974554618,0.00796620455839483,0.00796620455839483,NA,0.00997057570594714,0.00997057570594714,0.00817893915828891,0.0277036764986487,0.00295503120194915,0.00426150432637945,-0.000764115756914192,-0.00430346553946777,-0.00430346553946777,0.0083709809273885,0.000316282372342008,0.00255552535722159,0.000852300865275891,0.00817893915828891,0.00170460173055178,0.0576464395538067,0.0576464395538067,-0.00533341363551613,NA,0.0358131728764707,NA,0.000632564744684016,0.000745682832227793,NA,0.002060164511818,0.00165129271402773,-0.000530702607776922,-0.00628395598039651,-0.00123314820477863,-0.00508863603785579,-3.67839829793069e-05,NA,0.00292767815403245,-0.001764696325558,0.00292767815403245,-0.00237915514049819,0.00796620455839483,0.0083709809273885,-0.00508863603785579,NA,0.002060164511818,-0.00508863603785579,-0.00508863603785579,NA,-0.00533341363551613,0.0070642410656789,-0.00508863603785579,0.00997057570594714,-0.00508863603785579,-0.00508863603785579,NA,0.282718317808941,0.0576464395538067,-0.00508863603785579,0.00796620455839483,0.282718317808941,0.282718317808941,0.00295503120194915,0.000316282372342008,0.282718317808941,-0.00508863603785579,0.0576464395538067,0.00552438232764462,0.00165129271402773,0.0083709809273885,0.00401018890509136,0.0083709809273885,0.0083709809273885,0.0083709809273885,0.00796620455839483,0.0576464395538067,0.282718317808941,0.00817893915828891,0.00165129271402773,-0.000764115756914192,0.282718317808941
"6",NA,NA,0.00301220446704085,0.000852300865275891,0.000852300865275891,0.0181353702465459,NA,0.00352896887952542,NA,NA,NA,NA,0.00405532259915424,NA,NA,0.0014469842395721,NA,0.00271033450644087,NA,NA,0.00196136654446534,0.00196136654446534,NA,0.00198300273250598,0.00198300273250598,NA,0.00240846454584089,NA,0.00320351774804185,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00143394906643615,0.00143394906643615,NA,NA,0.00478439144942372,NA,NA,NA,NA,0.000890186494491123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00196136654446534,NA,NA,NA,0.000890186494491123,NA,NA,NA,NA,0.00157221693383502,NA,0.00198300273250598,NA,NA,NA,0.000852300865275891,0.00143394906643615,NA,0.00196136654446534,0.000852300865275891,0.000852300865275891,NA,NA,0.000852300865275891,NA,0.00143394906643615,NA,NA,NA,NA,NA,NA,NA,0.00196136654446534,0.00143394906643615,0.000852300865275891,NA,NA,NA,0.000852300865275891
"7",NA,NA,0.0011920564550911,-0.000481030745477937,-0.000481030745477937,NA,0.0718245818606147,NA,0.000524702030411149,-0.00075940320005568,-0.000658508699432883,NA,-0.000519818486307507,0.0161751308224094,0.00211122734106796,0.00233888944467643,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00269792557329021,NA,0.00165314398202226,NA,NA,0.00214804593423645,0.00214804593423645,NA,NA,NA,NA,0.00269792557329021,NA,-0.000386198945513592,-0.000386198945513592,9.80480707156876e-05,NA,NA,NA,NA,NA,NA,0.000668496209433506,NA,0.00323503653685202,0.00244152926019903,NA,0.0161751308224094,NA,0.0014557651941057,NA,-0.000607312304711548,NA,0.00206060676154158,NA,NA,0.0161751308224094,0.00844995080713114,0.000668496209433506,0.0161751308224094,0.0161751308224094,NA,9.80480707156876e-05,-0.000247931078114721,0.0161751308224094,NA,0.0161751308224094,0.0161751308224094,NA,-0.000481030745477937,-0.000386198945513592,0.0161751308224094,NA,-0.000481030745477937,-0.000481030745477937,0.00165314398202226,NA,-0.000481030745477937,0.0161751308224094,-0.000386198945513592,0.00291153038821139,NA,NA,NA,NA,NA,NA,NA,-0.000386198945513592,-0.000481030745477937,0.00269792557329021,NA,NA,-0.000481030745477937
"8",NA,NA,NA,0.00043254338098134,0.00043254338098134,0.00352896887952542,NA,0.0514993871347473,NA,NA,-0.000201721636203244,NA,0.00326928649257576,-5.15633532644476e-05,NA,8.36232908519937e-05,NA,0.00134697355772076,NA,NA,0.00265067473936023,0.00265067473936023,NA,NA,NA,0.00107841807593986,NA,NA,NA,NA,NA,NA,0.00329768703664148,0.00299295038659153,NA,NA,0.00107841807593986,NA,0.00159583978330186,0.00159583978330186,NA,NA,0.00702466619970655,NA,0.00226561861265665,0.00877568687497637,NA,-0.000473174454228983,0.00560327421118106,NA,NA,NA,-5.15633532644476e-05,NA,NA,NA,NA,NA,NA,0.00265067473936023,0.00329768703664148,-5.15633532644476e-05,NA,-0.000473174454228983,-5.15633532644476e-05,-5.15633532644476e-05,NA,NA,0.0018723755180996,-5.15633532644476e-05,NA,-5.15633532644476e-05,-5.15633532644476e-05,NA,0.00043254338098134,0.00159583978330186,-5.15633532644476e-05,0.00265067473936023,0.00043254338098134,0.00043254338098134,NA,0.00299295038659153,0.00043254338098134,-5.15633532644476e-05,0.00159583978330186,NA,0.00560327421118106,0.00329768703664148,NA,0.00329768703664148,0.00329768703664148,0.00329768703664148,0.00265067473936023,0.00159583978330186,0.00043254338098134,0.00107841807593986,0.00560327421118106,NA,0.00043254338098134
"9",NA,0.00234485004236089,0.000464724681156218,-3.18342020253265e-05,-3.18342020253265e-05,NA,0.000524702030411149,NA,0.118919883407443,0.0215739684103834,0.0218364779115854,NA,NA,-0.00123568219042897,-0.000898102280494274,-0.00074632754475529,NA,NA,0.000890186494491123,0.0113515459405789,NA,NA,0.00974461056604223,NA,NA,NA,NA,0.00989650815066443,NA,0.00072843342017081,0.0125203380434603,0.0125203380434603,NA,NA,NA,NA,NA,0.00161751826842601,NA,NA,0.0144218114715316,NA,NA,NA,NA,NA,NA,-0.00185992303491724,NA,NA,0.0157038254982526,0.00131207592431444,-0.00123568219042897,NA,0.00291153038821139,NA,0.0108149977549212,NA,NA,NA,NA,-0.00123568219042897,NA,-0.00185992303491724,-0.00123568219042897,-0.00123568219042897,NA,0.0144218114715316,NA,-0.00123568219042897,NA,-0.00123568219042897,-0.00123568219042897,NA,-3.18342020253265e-05,NA,-0.00123568219042897,NA,-3.18342020253265e-05,-3.18342020253265e-05,0.00989650815066443,NA,-3.18342020253265e-05,-0.00123568219042897,NA,1.10164623592528e-06,NA,NA,NA,NA,NA,NA,NA,NA,-3.18342020253265e-05,NA,NA,0.00072843342017081,-3.18342020253265e-05
"10",0.000713114637987019,0.000713114637987019,-4.26514078435968e-05,0.00126774588561835,0.00126774588561835,NA,-0.00075940320005568,NA,0.0215739684103834,0.300411224266346,0.0360448189547507,0.000713114637987019,-0.00585905060363894,-0.00451273740664287,-0.003211601608226,-0.00511263353689037,NA,NA,0.00285245855194808,0.0132024382355776,-0.00221784864579317,-0.00221784864579317,0.00519282884735293,-0.000113737087582925,-0.000113737087582925,-0.00202020878332731,-0.00208683774096546,0.0216405056712298,-0.000496731336563537,0.000748474809200179,0.0145444676560237,0.0145444676560237,-0.00189434249715254,NA,NA,NA,-0.00202020878332731,-1.42171359478656e-05,-0.00492371381808154,-0.00492371381808154,0.027810163508422,NA,-0.00423875076644704,NA,0.00569288225660962,-0.000632174193095691,-0.00116701072321766,-0.00378814479548539,NA,-0.0014830978197655,0.0496372088262923,-0.00165070688664525,-0.00451273740664287,NA,0.00220544625466683,NA,0.0164425491053258,NA,-0.00270990595260919,-0.00221784864579317,-0.00189434249715254,-0.00451273740664287,NA,-0.00378814479548539,-0.00451273740664287,-0.00451273740664287,NA,0.027810163508422,-0.0034000234769506,-0.00451273740664287,-0.000113737087582925,-0.00451273740664287,-0.00451273740664287,NA,0.00126774588561835,-0.00492371381808154,-0.00451273740664287,-0.00221784864579317,0.00126774588561835,0.00126774588561835,0.0216405056712298,NA,0.00126774588561835,-0.00451273740664287,-0.00492371381808154,0.000290891610328623,NA,-0.00189434249715254,NA,-0.00189434249715254,-0.00189434249715254,-0.00189434249715254,-0.00221784864579317,-0.00492371381808154,0.00126774588561835,-0.00202020878332731,NA,0.000748474809200179,0.00126774588561835
