"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99"
"1",100912.111111111,0,0,15.0144489080659,15.0144489080659,0,0,0,0,11.5358889354622,0,0,110.919516365413,0,80.9239062639223,0,0,0,0,0,0,0,0,126.140138888889,126.140138888889,0,278.250306372549,0,1187.20130718954,0,0,0,221.298489278752,0,0,0,0,0,143.749446027224,143.749446027224,0,0,141.13581973582,0,0,0,0,16.1304525433362,0,0,9.66344271365339,0,0,0,0,0,59.9477887788779,0,0,0,221.298489278752,0,0,16.1304525433362,0,0,0,0,0,0,126.140138888889,0,0,0,15.0144489080659,143.749446027224,0,0,15.0144489080659,15.0144489080659,0,0,15.0144489080659,0,143.749446027224,0,0,221.298489278752,0,221.298489278752,221.298489278752,221.298489278752,0,143.749446027224,15.0144489080659,0,0,0,15.0144489080659
"2",0,100912.111111111,840.934259259259,0,0,0,0,0,247.333605664488,11.5358889354622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9569864814656,0,0,0,0,0,0,0,0,0,0,315.350347222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9569864814656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0,840.934259259259,2803.11419753086,6.88162241619689,6.88162241619689,840.934259259259,87.294213763937,0,29.0980712546456,5.34190311500094,0,0,5.03151730709569,15.6923249706269,5.6961001981887,41.1326539855072,0,0,0,35.7506298220753,0,0,0,32.8489945023148,32.8489945023148,144.676861808045,0,0,105.116782407407,0,0,0,0,0,0,0,144.676861808045,0,6.35626802161194,6.35626802161194,11.5955390429498,458.691414141414,0,0,0,0,80.0889770723104,20.3287895066702,0,161.718126780627,4.50286074091702,73.1247181964573,15.6923249706269,0,0,0,13.1624492753623,252.280277777778,63.2281397939293,0,0,15.6923249706269,0,20.3287895066702,15.6923249706269,15.6923249706269,0,11.5955390429498,8.07555306586997,15.6923249706269,32.8489945023148,15.6923249706269,15.6923249706269,0,6.88162241619689,6.35626802161194,15.6923249706269,0,6.88162241619689,6.88162241619689,0,0,6.88162241619689,15.6923249706269,6.35626802161194,40.0444885361552,0,0,0,0,0,0,0,6.35626802161194,6.88162241619689,144.676861808045,0,0,6.88162241619689
"4",15.0144489080659,0,6.88162241619689,45.68225944369,45.68225944369,15.0144489080659,4.8576158231978,7.80751343219428,5.57197109131512,3.61078019909427,4.55397695514763,30.2403689275131,17.6914640797881,1.87917881403101,4.54985772442315,4.21745145221209,0,24.8832174784338,7.10949070812393,4.04888560263308,9.65474248360241,9.65474248360241,0,10.7353309692671,10.7353309692671,12.8259629262451,24.8341666091001,6.93945117599686,14.2189814162479,2.98756891538047,2.42215364334794,2.42215364334794,11.8562892230862,8.88441183663487,22.5216733620989,15.0144489080659,12.8259629262451,14.8073530610581,19.1028028834466,19.1028028834466,2.26687472076184,0,16.8912550215742,0,8.64590413632253,7.84236840287372,0,4.08611213363109,10.7353309692671,4.97006063391997,2.33341162770068,3.83404677473826,1.87917881403101,6.25966820365431,0,16.5441744389391,3.67261322632823,16.5441744389391,1.69460630927658,9.65474248360241,11.8562892230862,1.87917881403101,0,4.08611213363109,1.87917881403101,1.87917881403101,0,2.26687472076184,7.40580463530932,1.87917881403101,10.7353309692671,1.87917881403101,1.87917881403101,0,45.68225944369,19.1028028834466,1.87917881403101,9.65474248360241,45.68225944369,45.68225944369,6.93945117599686,8.88441183663487,45.68225944369,1.87917881403101,19.1028028834466,11.430698458847,10.7353309692671,11.8562892230862,45.68225944369,11.8562892230862,11.8562892230862,11.8562892230862,9.65474248360241,19.1028028834466,45.68225944369,12.8259629262451,10.7353309692671,2.98756891538047,45.68225944369
"5",15.0144489080659,0,6.88162241619689,45.68225944369,45.68225944369,15.0144489080659,4.8576158231978,7.80751343219428,5.57197109131512,3.61078019909427,4.55397695514763,30.2403689275131,17.6914640797881,1.87917881403101,4.54985772442315,4.21745145221209,0,24.8832174784338,7.10949070812393,4.04888560263308,9.65474248360241,9.65474248360241,0,10.7353309692671,10.7353309692671,12.8259629262451,24.8341666091001,6.93945117599686,14.2189814162479,2.98756891538047,2.42215364334794,2.42215364334794,11.8562892230862,8.88441183663487,22.5216733620989,15.0144489080659,12.8259629262451,14.8073530610581,19.1028028834466,19.1028028834466,2.26687472076184,0,16.8912550215742,0,8.64590413632253,7.84236840287372,0,4.08611213363109,10.7353309692671,4.97006063391997,2.33341162770068,3.83404677473826,1.87917881403101,6.25966820365431,0,16.5441744389391,3.67261322632823,16.5441744389391,1.69460630927658,9.65474248360241,11.8562892230862,1.87917881403101,0,4.08611213363109,1.87917881403101,1.87917881403101,0,2.26687472076184,7.40580463530932,1.87917881403101,10.7353309692671,1.87917881403101,1.87917881403101,0,45.68225944369,19.1028028834466,1.87917881403101,9.65474248360241,45.68225944369,45.68225944369,6.93945117599686,8.88441183663487,45.68225944369,1.87917881403101,19.1028028834466,11.430698458847,10.7353309692671,11.8562892230862,45.68225944369,11.8562892230862,11.8562892230862,11.8562892230862,9.65474248360241,19.1028028834466,45.68225944369,12.8259629262451,10.7353309692671,2.98756891538047,45.68225944369
"6",0,0,840.934259259259,15.0144489080659,15.0144489080659,100912.111111111,0,2117.0372960373,0,0,0,0,70.7658563191523,0,0,46.148831300813,0,485.15438034188,0,0,121.142990529545,121.142990529545,0,126.140138888889,126.140138888889,0,278.250306372549,0,1187.20130718954,0,0,0,0,0,0,0,0,0,45.029946948287,45.029946948287,0,0,141.13581973582,0,0,0,0,16.1304525433362,0,0,0,0,0,0,0,0,0,0,0,121.142990529545,0,0,0,16.1304525433362,0,0,0,0,58.4094797093061,0,126.140138888889,0,0,0,15.0144489080659,45.029946948287,0,121.142990529545,15.0144489080659,15.0144489080659,0,0,15.0144489080659,0,45.029946948287,0,0,0,0,0,0,0,121.142990529545,45.029946948287,15.0144489080659,0,0,0,15.0144489080659
"7",0,0,87.294213763937,4.8576158231978,4.8576158231978,0,3142.59169550173,0,31.4259169550173,3.77075514000066,4.2049633076371,0,5.37681751444539,53.370688135394,18.6362995896033,21.3127894242803,0,0,0,0,0,0,0,0,0,74.9285537496906,0,31.7433504596134,0,0,19.0460102757681,19.0460102757681,0,0,0,0,74.9285537496906,0,6.79954929661823,6.79954929661823,8.18508638325868,0,0,0,0,0,0,7.85647923875433,0,114.153971845148,8.07302629707589,0,53.370688135394,0,127.200140056022,0,4.60552231237322,0,44.6316280898324,0,0,53.370688135394,3142.59169550173,7.85647923875433,53.370688135394,53.370688135394,0,8.18508638325868,8.64886819225019,53.370688135394,0,53.370688135394,53.370688135394,0,4.8576158231978,6.79954929661823,53.370688135394,0,4.8576158231978,4.8576158231978,31.7433504596134,0,4.8576158231978,53.370688135394,6.79954929661823,88.7442837600156,0,0,0,0,0,0,0,6.79954929661823,4.8576158231978,74.9285537496906,0,0,4.8576158231978
"8",0,0,0,7.80751343219428,7.80751343219428,2117.0372960373,0,7505.85950413223,0,0,6.8376359872012,0,26.9231916996047,8.98318513169998,0,11.4672853535354,0,101.181929590018,0,0,58.1030644232615,58.1030644232615,0,0,0,64.9602317430799,0,0,0,0,0,0,101.931425364759,1100.85939393939,0,0,64.9602317430799,0,22.6514278588353,22.6514278588353,0,0,70.5679098679099,0,412.822272727273,645.034801136364,0,4.15816149000073,655.273448773449,0,0,0,8.98318513169998,0,0,0,0,0,0,58.1030644232615,101.931425364759,8.98318513169998,0,4.15816149000073,8.98318513169998,8.98318513169998,0,0,29.0719910371319,8.98318513169998,0,8.98318513169998,8.98318513169998,0,7.80751343219428,22.6514278588353,8.98318513169998,58.1030644232615,7.80751343219428,7.80751343219428,0,1100.85939393939,7.80751343219428,8.98318513169998,22.6514278588353,0,655.273448773449,101.931425364759,0,101.931425364759,101.931425364759,101.931425364759,58.1030644232615,22.6514278588353,7.80751343219428,64.9602317430799,655.273448773449,0,7.80751343219428
"9",0,247.333605664488,29.0980712546456,5.57197109131512,5.57197109131512,0,31.4259169550173,0,785.647923875433,16.8725314739013,30.7742274329086,0,0,2.3672482640699,5.26449140949245,5.96250656512605,0,0,49.4667211328976,43.8621172606974,0,0,236.913786357115,0,0,0,0,47.0045766421199,0,40.5957893795816,28.8311164724929,28.8311164724929,0,0,0,0,0,114.153971845148,0,0,23.22280322692,0,0,0,0,0,0,2.33823786867688,0,0,12.517352114229,28.7226122707147,2.3672482640699,0,82.9566130800146,0,21.5419592030361,0,0,0,0,2.3672482640699,0,2.33823786867688,2.3672482640699,2.3672482640699,0,23.22280322692,0,2.3672482640699,0,2.3672482640699,2.3672482640699,0,5.57197109131512,0,2.3672482640699,0,5.57197109131512,5.57197109131512,47.0045766421199,0,5.57197109131512,2.3672482640699,0,15.6393614822978,0,0,0,0,0,0,0,0,5.57197109131512,0,0,40.5957893795816,5.57197109131512
"10",11.5358889354622,11.5358889354622,5.34190311500094,3.61078019909427,3.61078019909427,0,3.77075514000066,0,16.8725314739013,35.0375757108136,9.78975819119919,11.5358889354622,1.74475732706287,2.56155194325719,3.05732886203444,1.8003350072684,0,0,11.1263307484043,9.23965035339473,0.550829966745532,0.550829966745532,15.3539730251524,4.67748730467744,4.67748730467744,1.91546678758608,1.84589322298462,12.8073367562128,4.32264344018467,7.02788582571552,7.50738579909635,7.50738579909635,0.799468493401501,0,0,0,1.91546678758608,5.66370450747088,2.07446009067964,2.07446009067964,8.44434350889334,0,1.56370053761358,0,16.9911135224126,4.02932120674357,1.76062724389544,2.83484828870554,0,2.56878401158515,7.36948677908889,3.00055834544734,2.56155194325719,0,9.42531276431244,0,7.05131211180124,0,2.01466060337178,0.550829966745532,0.799468493401501,2.56155194325719,0,2.83484828870554,2.56155194325719,2.56155194325719,0,8.44434350889334,2.83755014559406,2.56155194325719,4.67748730467744,2.56155194325719,2.56155194325719,0,3.61078019909427,2.07446009067964,2.56155194325719,0.550829966745532,3.61078019909427,3.61078019909427,12.8073367562128,0,3.61078019909427,2.56155194325719,2.07446009067964,5.47462120481463,0,0.799468493401501,0,0.799468493401501,0.799468493401501,0.799468493401501,0.550829966745532,2.07446009067964,3.61078019909427,1.91546678758608,0,7.02788582571552,3.61078019909427
