"","D102300","D103780","D104130","D104300","D104310","D107650","D109100","D109350","D109800","D114480","D114500","D115645","D125320","D125852","D125853","D126200","D127350","D127750","D131200","D131440","D132090","D132300","D133239","D137750","D137760","D140600","D143465","D144700","D145500","D153800","D155600","D155601","D157300","D161400","D164230","D165199","D165720","D166760","D168600","D168601","D176807","D181000","D181500","D182830","D188470","D190310","D205700","D208550","D209850","D210050","D211980","D219700","D222100","D226150","D236000","D254200","D254500","D260480","D266600","D267740","D300125","D600319","D600803","D600807","D601208","D601318","D601367","D601518","D601665","D601666","D601682","D601941","D601942","D602080","D602096","D602404","D603266","D604827","D605055","D605526","D605839","D605841","D605844","D606889","D607060","D607154","D607373","D607498","D607499","D607501","D607508","D607516","D607682","D607688","D607822","D607850","D608049","D608895","D608907"
"D102300",49829481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259.63545256666,2259.63545256666,0,0,0,0,0,0,0,0,0,0,0,0,6816.61846785226,0,0,0,0,0,0,0,29.5075981524249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259.63545256666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D103780",0,4982.9481,236.607222222222,6.34588570155051,6.34588570155051,106.246228144989,30.7931535038932,130.511998428497,54.7215912585109,26.7810445414847,21.2530219299805,377.496068181818,18.6153171697549,95.7154840568575,28.4713453750723,26.2094892699348,89.621368705036,15.5830754716981,47.7659902223926,0,27.0790321441187,27.0790321441187,2442.62161764706,55.2188397606383,55.2188397606383,13.7795146839224,10.2000902726603,0,32.2677552209811,0,17.7962432142857,17.7962432142857,144.172096925859,99.0252007154213,127.34342192691,0,13.7795146839224,0,15.7738148148148,15.7738148148148,29.0869763939479,0,1.92614924623116,0,0,106.246228144989,0,7.26843471030982,79.194979338843,0,30.7931535038932,160.740261290323,95.7154840568575,209.367567226891,0,153.32148,81.6074041925974,7.72733792012571,5.49678782597185,27.0790321441187,144.172096925859,95.7154840568575,0,7.26843471030982,95.7154840568575,95.7154840568575,64.8700701134462,29.0869763939479,39.1003460451977,95.7154840568575,55.2188397606383,95.7154840568575,95.7154840568575,0,6.34588570155051,15.7738148148148,95.7154840568575,53.4536376314096,0,6.34588570155051,0,99.0252007154213,92.5854347826087,6.34588570155051,15.7738148148148,23.6607222222222,79.194979338843,144.172096925859,0,228.549391124871,144.172096925859,144.172096925859,53.4536376314096,15.7738148148148,6.34588570155051,13.7795146839224,79.194979338843,0,6.34588570155051
"D104130",0,236.607222222222,153794.694444444,13.146812082529,13.146812082529,1521.04642857143,305.957614942529,944.008354646206,636.39183908046,148.631138592598,48.2043671696109,3226.46212121212,45.2455625653766,1324.5476076555,48.2043671696109,505.118967247514,1214.16864035088,37.0440853740131,1081.3689453125,0,111.92304115792,111.92304115792,0,535.455415860735,535.455415860735,231.067526397062,244.377162782486,0,115.288376645011,0,155.960816901408,155.960816901408,365.019053270042,1385.53778778779,631.168376652987,0,231.067526397062,0,271.602109394162,271.602109394162,83.9070849435478,0,3.23626899696049,0,0,1521.04642857143,0,5.57846983766181,2097.20037878788,0,305.957614942529,2636.48047619048,1324.5476076555,3740.95202702703,0,2476.12209302326,1072.98624031008,34.2739197721926,106.83667732972,111.92304115792,365.019053270042,1324.5476076555,0,5.57846983766181,1324.5476076555,1324.5476076555,213.219858793325,83.9070849435478,173.779315756434,1324.5476076555,535.455415860735,1324.5476076555,1324.5476076555,0,13.146812082529,271.602109394162,1324.5476076555,617.373884924175,0,13.146812082529,0,1385.53778778779,1267.53869047619,13.146812082529,271.602109394162,95.4653596799779,2097.20037878788,365.019053270042,0,656.307373162636,365.019053270042,365.019053270042,617.373884924175,271.602109394162,13.146812082529,231.067526397062,2097.20037878788,0,13.146812082529
"D104300",0,6.34588570155051,13.146812082529,121.2747267457,121.2747267457,6.59068247935513,2.46151482992919,6.38314241031274,7.71392704976371,5.9554968087025,2.44132314488301,5.33762014858512,72.2799626629417,6.04346574236133,3.68111734385181,5.46666712451258,8.59923670840639,62.9163638779857,5.19077856864275,17.1642967198043,6.01220169113719,6.01220169113719,0,6.80650554627386,6.80650554627386,6.79722118846456,5.98651697564343,24.1045270834089,8.84009777963154,0,4.08604992609691,4.08604992609691,2.74098585536454,15.609232529616,6.25983217193791,0,6.79722118846456,0,6.75681006901293,6.75681006901293,4.26693195619803,0,1.71122391731917,0,6.56341606247836,9.90071320449931,0,2.38911733493127,12.9908255086888,0,3.69736503419709,14.0700633201799,6.04346574236133,11.7962215241265,19.750279431909,22.5822390901678,5.3015822030958,2.90150417452948,1.19235473297768,6.01220169113719,2.74098585536454,6.04346574236133,0,2.38911733493127,6.04346574236133,6.04346574236133,7.01101203257046,4.26693195619803,6.13234424481559,6.04346574236133,6.80650554627386,6.04346574236133,6.04346574236133,0,121.2747267457,6.75681006901293,6.04346574236133,11.3911639492005,121.2747267457,121.2747267457,24.1045270834089,15.609232529616,2.93558022144155,121.2747267457,6.75681006901293,4.82876619886598,12.9908255086888,2.74098585536454,0,3.91899071607147,2.74098585536454,2.74098585536454,11.3911639492005,6.75681006901293,121.2747267457,6.79722118846456,12.9908255086888,0,121.2747267457
"D104310",0,6.34588570155051,13.146812082529,121.2747267457,121.2747267457,6.59068247935513,2.46151482992919,6.38314241031274,7.71392704976371,5.9554968087025,2.44132314488301,5.33762014858512,72.2799626629417,6.04346574236133,3.68111734385181,5.46666712451258,8.59923670840639,62.9163638779857,5.19077856864275,17.1642967198043,6.01220169113719,6.01220169113719,0,6.80650554627386,6.80650554627386,6.79722118846456,5.98651697564343,24.1045270834089,8.84009777963154,0,4.08604992609691,4.08604992609691,2.74098585536454,15.609232529616,6.25983217193791,0,6.79722118846456,0,6.75681006901293,6.75681006901293,4.26693195619803,0,1.71122391731917,0,6.56341606247836,9.90071320449931,0,2.38911733493127,12.9908255086888,0,3.69736503419709,14.0700633201799,6.04346574236133,11.7962215241265,19.750279431909,22.5822390901678,5.3015822030958,2.90150417452948,1.19235473297768,6.01220169113719,2.74098585536454,6.04346574236133,0,2.38911733493127,6.04346574236133,6.04346574236133,7.01101203257046,4.26693195619803,6.13234424481559,6.04346574236133,6.80650554627386,6.04346574236133,6.04346574236133,0,121.2747267457,6.75681006901293,6.04346574236133,11.3911639492005,121.2747267457,121.2747267457,24.1045270834089,15.609232529616,2.93558022144155,121.2747267457,6.75681006901293,4.82876619886598,12.9908255086888,2.74098585536454,0,3.91899071607147,2.74098585536454,2.74098585536454,11.3911639492005,6.75681006901293,121.2747267457,6.79722118846456,12.9908255086888,0,121.2747267457
"D107650",0,106.246228144989,1521.04642857143,6.59068247935513,6.59068247935513,40677.1273469388,135.242657655824,404.575009134088,266.810243092739,23.6388904833855,23.633004500894,1155.60020871985,43.8007462817763,520.357988721804,35.5471637947331,112.040564818042,480.979546332046,36.0567166555111,226.992898141399,0,52.213278216997,52.213278216997,0,238.515573319293,238.515573319293,107.611448007775,76.6047595987548,0,18.4908040410787,0,71.6326770889488,71.6326770889488,159.482408103826,541.948784599489,137.955373754153,0,107.611448007775,0,62.4019047619048,62.4019047619048,40.5508404438422,0,2.46656177606178,0,1521.04642857143,589.523584738243,0,2.80211670827991,414.830844155844,0,135.242657655824,965.21997094431,520.357988721804,1318.24023809524,0,912.627857142857,429.990775337619,8.44264111878444,2.83384181504255,52.213278216997,159.482408103826,520.357988721804,0,2.80211670827991,520.357988721804,520.357988721804,33.4515849892589,40.5508404438422,79.3766423473939,520.357988721804,238.515573319293,520.357988721804,520.357988721804,0,6.59068247935513,62.4019047619048,520.357988721804,259.467734124815,0,6.59068247935513,0,541.948784599489,1014.03095238095,6.59068247935513,62.4019047619048,44.8381033365727,414.830844155844,159.482408103826,0,274.474543501611,159.482408103826,159.482408103826,259.467734124815,62.4019047619048,6.59068247935513,107.611448007775,414.830844155844,0,6.59068247935513
"D109100",0,30.7931535038932,305.957614942529,2.46151482992919,2.46151482992919,135.242657655824,6583.36385255648,107.802118421309,68.5767067974633,40.2106639500985,38.0766137772603,241.057514803204,7.37370653585341,1030.59407138536,33.7633279889419,303.668565334417,229.101062068966,6.15763753343454,59.6617349137931,879.80438582552,16.3573512829477,16.3573512829477,0,33.8506297383223,33.8506297383223,67.7613315791084,12.3037669474859,0,12.6847087717851,0,65.7706398284111,65.7706398284111,43.9395976350145,383.796731185446,77.8937379535446,0,67.7613315791084,0,38.5692023685127,38.5692023685127,6.86630288524143,0,2.87751138581653,0,305.957614942529,135.242657655824,0,29.3900171989129,305.088417172806,0,76.550742471587,206.397353215284,1030.59407138536,545.478719211823,0,600.789498432602,103.254489845396,124.695493901478,49.5480256922382,16.3573512829477,43.9395976350145,1030.59407138536,0,29.3900171989129,1030.59407138536,1030.59407138536,33.0053393299509,6.86630288524143,47.8210449338243,1030.59407138536,33.8506297383223,1030.59407138536,1030.59407138536,0,2.46151482992919,38.5692023685127,1030.59407138536,66.949462907354,0,2.46151482992919,0,383.796731185446,358.194280908326,2.46151482992919,38.5692023685127,102.266824461966,305.088417172806,43.9395976350145,0,70.2677775944564,43.9395976350145,43.9395976350145,66.949462907354,38.5692023685127,2.46151482992919,67.7613315791084,305.088417172806,0,2.46151482992919
"D109350",0,130.511998428497,944.008354646206,6.38314241031274,6.38314241031274,404.575009134088,107.802118421309,10466.179584121,98.8186085528664,42.9056466330599,33.2249478416894,364.730500658762,29.7208200001789,931.587192085072,16.4869388534328,137.024803865223,167.168146135266,24.6993008483503,260.396535326087,0,44.8773546671854,44.8773546671854,2507.52219202899,144.049147201665,144.049147201665,92.6923875374596,84.648052055272,0,33.9499514046658,0,29.9343581887813,29.9343581887813,125.223927744815,185.885815007554,109.768413330954,0,92.6923875374596,0,26.351628947431,26.351628947431,27.621586968994,0,5.32571085032705,0,0,200.323548212024,1273.6620657925,12.3523260691083,295.727432966563,0,53.5533104415534,310.60920056101,931.587192085072,410.321813241107,0,295.485430157262,151.302407564288,28.1367705223664,13.8960459523015,44.8773546671854,125.223927744815,931.587192085072,0,12.3523260691083,931.587192085072,931.587192085072,59.6215802934446,27.621586968994,32.9035170085816,931.587192085072,144.049147201665,931.587192085072,931.587192085072,0,6.38314241031274,26.351628947431,931.587192085072,96.3788057259239,0,6.38314241031274,0,185.885815007554,529.059627329192,6.38314241031274,26.351628947431,98.6242750060565,295.727432966563,125.223927744815,0,204.348158263822,125.223927744815,125.223927744815,96.3788057259239,26.351628947431,6.38314241031274,92.6923875374596,295.727432966563,0,6.38314241031274
"D109800",0,54.7215912585109,636.39183908046,7.71392704976371,7.71392704976371,266.810243092739,68.5767067974633,98.8186085528664,14812.5686682521,66.5187047259609,61.4736909272347,494.320473393913,49.0741561259869,481.035264702475,13.4137252669246,115.777775454298,221.424995556346,40.6519894840537,110.941242608293,0,27.9901278021314,27.9901278021314,0,60.5276160883909,60.5276160883909,28.6490923955789,62.7651214756444,5633.63267382702,63.0993340500621,0,314.19574226601,314.19574226601,161.111857995053,247.018108901271,69.8592440037909,0,28.6490923955789,0,33.1454082854406,33.1454082854406,57.124456950891,0,3.42418885117027,0,1961.48169579594,818.218078817734,0,4.9309482916951,193.323353456035,0,280.143142661978,419.087308662742,481.035264702475,557.875962830273,636.39183908046,398.113523057748,823.906960209658,14.5692455217791,4.98600751421072,27.9901278021314,161.111857995053,481.035264702475,14812.5686682521,4.9309482916951,481.035264702475,481.035264702475,18.3066052153978,57.124456950891,126.255851292048,481.035264702475,60.5276160883909,481.035264702475,481.035264702475,0,7.71392704976371,33.1454082854406,481.035264702475,125.530242951289,0,7.71392704976371,5633.63267382702,247.018108901271,229.468211206897,7.71392704976371,33.1454082854406,73.3170321521267,193.323353456035,161.111857995053,0,132.214371000095,161.111857995053,161.111857995053,125.530242951289,33.1454082854406,7.71392704976371,28.6490923955789,193.323353456035,0,7.71392704976371
"D114480",0,26.7810445414847,148.631138592598,5.9554968087025,5.9554968087025,23.6388904833855,40.2106639500985,42.9056466330599,66.5187047259609,950.200816155298,20.5812609665035,39.5629067090115,3.90748266021806,21.5271059457423,16.8561458594441,49.2250883332884,20.2981331063025,5.01700772930631,35.1717651238518,0,7.76795612236053,7.76795612236053,0,43.8142130813269,43.8142130813269,24.0039698730903,12.2323965989017,186.777671158423,22.7214136059047,0,50.6037178836194,50.6037178836194,18.0024809216152,67.0833378582561,40.8094499061447,0,24.0039698730903,69.4529163420247,22.4487761167403,22.4487761167403,34.1952834310471,0,1.88193517363277,0,98.6829872560378,23.6388904833855,0,6.90912513175727,73.5370013178653,0,32.0654268935401,34.4025275730535,21.5271059457423,88.0955412548839,49.1409184506692,66.1587068712567,18.6729586286418,6.27584180028736,4.50196682936251,7.76795612236053,18.0024809216152,21.5271059457423,0,6.90912513175727,21.5271059457423,21.5271059457423,19.4579957626079,34.1952834310471,32.4463422982599,21.5271059457423,43.8142130813269,21.5271059457423,21.5271059457423,0,5.9554968087025,22.4487761167403,21.5271059457423,12.8504096674873,15.0387716427924,5.9554968087025,186.777671158423,67.0833378582561,20.896570335116,5.9554968087025,22.4487761167403,20.9327548724929,73.5370013178653,18.0024809216152,0,26.8836158759036,18.0024809216152,18.0024809216152,12.8504096674873,22.4487761167403,5.9554968087025,24.0039698730903,73.5370013178653,0,5.9554968087025
